Timestamp,Raw_Line,State,Role,CH_ID,Stellar_Score,PDR,Battery
2026-02-10T15:44:23.338926,I (27) boot: ESP-IDF v5.3.4-1025-g6f6766f917 2nd stage bootloader,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.339149,I (27) boot: compile time Feb 10 2026 10:20:49,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.344523,I (27) boot: Multicore bootloader,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.344620,I (28) boot: chip revision: v0.2,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.350029,I (31) boot: efuse block revision: v1.3,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.355569,I (35) boot.esp32s3: Boot SPI Speed : 80MHz,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.355669,I (39) boot.esp32s3: SPI Mode       : DIO,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.361173,I (42) boot.esp32s3: SPI Flash Size : 16MB,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.366701,I (46) boot: Enabling RNG early entropy source...,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.366773,I (51) boot: Partition Table:,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.372322,I (53) boot: ## Label            Usage          Type ST Offset   Length,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.644101,"I (28 s_mg:sget3 ad=01b8vdr3c6d ie0d8  10)laI (301) espimg:sget4 ad=0188vdr4340 ie1b8 191)laI (332) esp_image: segment 5: paddr=0013e3b8 vaddr=50000000 size=00004h (     4) load",UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.648159,I (332) esp_image: segment 6: paddr=0013e3c4 vaddr=600fe000 size=0006ch (   108) load,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.660065,I(4)bo:Lae p rmpriina fst0100,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:23.660195,bo:DsbigRGeryetoysuc..,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.453512,I (1146) cpu_start: Pro cpu start user code,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.460513,I (1146) cpu_start: cpu freq: 160000000 Hz,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.464005,I (1146) app_init: Application information:,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.464129,I (1146) app_init: Project name:     ms_node,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.469600,I (1150) app_init: App version:      d8ef1a9-dirty,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.475153,I (1155) app_init: Compile time:     Feb 10 2026 10:21:01,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.480683,I (1160) app_init: ELF file SHA256:  ed4efe270...,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.486215,I (1164) app_init: ESP-IDF:          v5.3.4-1025-g6f6766f917,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.491755,I (1170) efuse_init: Min chip rev:     v0.0,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.491845,I (1174) efuse_init: Max chip rev:     v0.99,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.497361,I (1178) efuse_init: Chip rev:         v0.2,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.502914,I (1182) heap_init: Initializing. RAM available for dynamic allocation:,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.508462,I (1188) heap_init: At 3FCAE640 len 0003B0D0 (236 KiB): RAM,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.514045,I (1193) heap_init: At 3FCE9710 len 00005724 (21 KiB): RAM,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.519568,I (1199) heap_init: At 3FCF0000 len 00008000 (32 KiB): DRAM,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.525266,I (1204) heap_init: At 600FE06C len 00001F7C (7 KiB): RTCRAM,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.530708,I (1210) esp_psram: Adding pool of 8192K of PSRAM memory to heap allocator,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.536235,I (1217) spi_flash: detected chip: generic,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.536348,I (1220) spi_flash: flash io: dio,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.541842,I (1223) sleep: Configure to isolate all GPIO pins in sleep state,UNKNOWN,UNKNOWN,0,0.0,0.0,0
2026-02-10T15:44:24.547358,I (1229) sleep: Enable automatic switching of GPIO sleep configuration,UNKNOWN,UNKNOWN,0,0.0,0.0,0
